text,clean_text,sentiment
uang saya hilang kurir palsu semua tidak ada solusi,uang hilang kurir palsu semua ada solusi,negative
produk ini kotor,produk kotor,negative
seller ini tidak berfungsi,seller tidak NOT_fungsi,negative
jangan beli di sini pelayanannya sampah,jangan NOT_beli NOT_sini layan sampah,negative
bahan datang dalam kondisi tipu,bahan datang kondisi tipu,negative
rugi beli pengiriman ini sangat kecewa banget,rugi beli kirim sangat kecewa sangat,negative
uang saya hilang kualitas amis tidak ada solusi,uang hilang kualitas amis ada solusi,negative
rugi beli barang ini rugi banget,rugi beli barang rugi sangat,negative
seller kabur pelayanan tipu,seller kabur layan tipu,negative
toko datang dalam kondisi rusak,toko datang kondisi rusak,negative
jangan beli di sini barangnya benar-benar kecewa,jangan NOT_beli NOT_sini barang benarbenar kecewa,negative
ini packaging terburuk yang pernah saya punya,packaging buruk pernah punya,negative
packaging datang dalam kondisi zonk,packaging datang kondisi zonk,negative
barang buang uang pengiriman lama,barang buang uang kirim lama,negative
sangat buruk dengan bahan ini,sangat buruk bahan,negative
pengiriman ini gila jeleknya,kirim gila jelek,negative
rugi beli produk ini mudah rusak banget,rugi beli produk mudah rusak sangat,negative
bahan ini tipis,bahan tipis,negative
pengiriman parah sekali,kirim parah sekali,negative
saya menyesal dengan seller ini,sesal seller,negative
pelayanan ini amis,layan amis,negative
produk tipu sekali,produk tipu sekali,negative
uang saya hilang toko sangat kecewa tidak ada solusi,uang hilang toko sangat kecewa ada solusi,negative
penipuan barang tidak sesuai foto,tipu barang sesuai foto,negative
seller bohong barang ngaco,seller bohong barang ngaco,negative
seller tidak responsif pengiriman kasar,seller responsif kirim kasar,negative
kualitasnya tidak puas dan rapuh,kualitas puas rapuh,negative
rugi beli seller ini amis banget,rugi beli seller amis sangat,negative
sangat ngaco dengan barang ini,sangat ngaco barang,negative
sangat mahal dengan pelayanan ini,sangat mahal layan,negative
jangan beli di sini barangnya gila jeleknya,jangan NOT_beli NOT_sini barang gila jelek,negative
rugi beli pengiriman ini tidak worth it banget,rugi beli kirim tidak NOT_worth NOT_it sangat,negative
sellernya bau dan lambat,sellernya bau lambat,negative
pelayanan palsu semua sekali,layan palsu semua sekali,negative
kurirnya rusak dan palsu,kurir rusak palsu,negative
pengiriman tidak berguna sekali,kirim guna sekali,negative
jangan beli di sini tokonya cacat,jangan NOT_beli NOT_sini toko cacat,negative
seller cuek packaging sampah,seller cuek packaging sampah,negative
bahan ini tidak worth it,bahan tidak NOT_worth NOT_it,negative
toko sangat kotor tidak recommended,toko sangat kotor recommended,negative
seller mahal sekali,seller mahal sekali,negative
pelayanan datang dalam kondisi lambat,layan datang kondisi lambat,negative
produk ini tipu,produk tipu,negative
sangat bohong dengan bahan ini,sangat bohong bahan,negative
rugi beli barang ini ngaco banget,rugi beli barang ngaco sangat,negative
barang bau pengiriman lama,barang bau kirim lama,negative
barang ini bohong,barang bohong,negative
uang saya hilang seller lemot tidak ada solusi,uang hilang seller lot ada solusi,negative
kualitas lambat sekali,kualitas lambat sekali,negative
seller ini cacat,seller cacat,negative
bahan ini palsu semua,bahan palsu semua,negative
jangan beli di sini pelayanannya tidak berguna,jangan NOT_beli NOT_sini layan guna,negative
sellernya payah dan rusak,sellernya payah rusak,negative
saya kesal dengan packaging ini,kesal packaging,negative
pengalaman memakai yang kacau,alam pakai kacau,negative
bahannya lemot dan sangat kecewa,bahan lot sangat kecewa,negative
produk datang dalam kondisi mengecewakan,produk datang kondisi kecewa,negative
kualitas datang dalam kondisi nyesel beli,kualitas datang kondisi nyesel beli,negative
uang saya hilang kurir rugi tidak ada solusi,uang hilang kurir rugi ada solusi,negative
sangat jelek dengan kualitas ini,sangat jelek kualitas,negative
barang tipu pengiriman lama,barang tipu kirim lama,negative
uang saya hilang packaging cacat tidak ada solusi,uang hilang packaging cacat ada solusi,negative
seller datang dalam kondisi parah,seller datang kondisi parah,negative
rugi beli kurir ini tipu banget,rugi beli kurir tipu sangat,negative
sangat mahal dengan pengiriman ini,sangat mahal kirim,negative
seller tidak responsif packaging gila jeleknya,seller responsif packaging gila jelek,negative
barang mengecewakan pengiriman sangat lama,barang kecewa kirim sangat lama,negative
uang saya hilang pelayanan sampah tidak ada solusi,uang hilang layan sampah ada solusi,negative
kualitas datang dalam kondisi ngaco,kualitas datang kondisi ngaco,negative
kualitas ini bobrok,kualitas bobrok,negative
barang payah pengiriman telat,barang payah kirim telat,negative
pelayanannya buang uang dan rusak,layan buang uang rusak,negative
seller sangat buruk tidak recommended,seller sangat buruk recommended,negative
pelayanan datang dalam kondisi mudah rusak,layan datang kondisi mudah rusak,negative
produk ini payah,produk payah,negative
jangan beli di sini kurirnya mahal,jangan NOT_beli NOT_sini kurir mahal,negative
rugi beli packaging ini rapuh banget,rugi beli packaging rapuh sangat,negative
sangat teruk dengan bahan ini,sangat teruk bahan,negative
rugi beli pelayanan ini kacau banget,rugi beli layan kacau sangat,negative
packagingnya lemot dan sampah,packagingnya lot sampah,negative
penipuan produk tidak sesuai foto,tipu produk sesuai foto,negative
pelayanan ini amburadul,layan amburadul,negative
seller kabur seller payah,seller kabur seller payah,negative
rugi beli barang ini kotor banget,rugi beli barang kotor sangat,negative
rugi beli kualitas ini teruk banget,rugi beli kualitas teruk sangat,negative
seller kabur kualitas tidak worth it,seller kabur kualitas worth it,negative
saya kesal dengan barang ini,kesal barang,negative
jangan beli di sini sellernya sangat kecewa,jangan NOT_beli NOT_sini sellernya sangat kecewa,negative
sangat sangat kecewa dengan seller ini,sangat sangat kecewa seller,negative
uang saya hilang bahan tidak berguna tidak ada solusi,uang hilang bahan guna ada solusi,negative
bahan sangat mahal tidak recommended,bahan sangat mahal recommended,negative
seller tidak responsif pelayanan tidak worth it,seller responsif layan worth it,negative
kualitas ini bau,kualitas bau,negative
barang mudah rusak sekali,barang mudah rusak sekali,negative
uang saya hilang barang mudah rusak tidak ada solusi,uang hilang barang mudah rusak ada solusi,negative
barang zonk pengiriman sangat lama,barang zonk kirim sangat lama,negative
seller tidak responsif kurir sangat buruk,seller responsif kurir sangat buruk,negative
sangat cacat dengan barang ini,sangat cacat barang,negative
rugi beli pengiriman ini bohong banget,rugi beli kirim bohong sangat,negative
jangan beli di sini tokonya gila jeleknya,jangan NOT_beli NOT_sini toko gila jelek,negative
packagingnya tipis dan kotor,packagingnya tipis kotor,negative
produk tidak puas sekali,produk puas sekali,negative
barang kacau pengiriman sangat lama,barang kacau kirim sangat lama,negative
sangat cacat dengan kualitas ini,sangat cacat kualitas,negative
bahan ini menyesal,bahan sesal,negative
kurirnya nyesel beli dan bohong,kurir nyesel beli bohong,negative
produk palsu sekali,produk palsu sekali,negative
sangat tidak jelas dengan packaging ini,sangat jelas packaging,negative
seller lambat sekali,seller lambat sekali,negative
bahannya nyesel beli dan buang uang,bahan nyesel beli buang uang,negative
tidak mengecewakan saja barang ini untuk pemula,kecewa barang untuk mula,neutral
tidak terlalu wow saja seller ini untuk pemula,terlalu wow seller untuk mula,neutral
cukup baik dengan seller ini,cukup baik seller,neutral
pengiriman normal toko lumayan,kirim normal toko lumayan,neutral
toko sudah sampai tidak ada masalah,toko sampai ada masalah,neutral
pengiriman sudah sampai tidak mengecewakan,kirim sampai kecewa,neutral
seller biasa saja pelayanan standar,seller biasa layan standar,neutral
harga tidak terlalu wow untuk harganya,harga terlalu wow harga,neutral
tidak ada masalah dengan pengiriman ini tidak terlalu wow,ada masalah kirim tidak NOT_terlalu NOT_wow,neutral
seller ini biasa aja,seller biasa,neutral
tidak ada masalah dengan toko ini cukup puas,ada masalah toko cukup puas,neutral
tokonya tidak istimewa tidak ada yang spesial,toko istimewa ada spesial,neutral
seller lumayan untuk harganya,seller lumayan harga,neutral
kualitas rata-rata biasa aja,kualitas ratarata biasa,neutral
seller standar pelayanan standar,seller standar layan standar,neutral
pelayanan berfungsi normal,layan fungsi normal,neutral
pengirimannya normal tidak ada yang spesial,kirim normal ada spesial,neutral
seller ini cukup oke,seller cukup oke,neutral
mayoritas oke saja pengiriman ini untuk pemula,mayoritas oke kirim untuk mula,neutral
normal saja kualitas ini untuk pemula,normal kualitas untuk mula,neutral
pengiriman biasa barang cukup oke,kirim biasa barang cukup oke,neutral
tidak ada masalah dengan seller ini tidak terlalu wow,ada masalah seller tidak NOT_terlalu NOT_wow,neutral
pengiriman standar toko biasa saja,kirim standar toko biasa,neutral
beli seller ini standar tidak kecewa tidak juga wow,beli seller standar kecewa juga wow,neutral
tidak ada masalah dengan pelayanan ini normal,ada masalah layan normal,neutral
seller standar barang standar,seller standar barang standar,neutral
seller biasa saja kualitas tidak terlalu wow,seller biasa kualitas terlalu wow,neutral
pengiriman standar kualitas cukup,kirim standar kualitas cukup,neutral
b aja saja toko ini untuk pemula,b toko untuk mula,neutral
pelayanan ini tidak mengecewakan,layan tidak NOT_kecewa,neutral
tidak ada masalah dengan pelayanan ini lumayan lah,ada masalah layan lumayan,neutral
seller standar seller lumayan,seller standar seller lumayan,neutral
tidak ada masalah dengan harga ini cukup baik,ada masalah harga cukup baik,neutral
toko ini tidak mengecewakan,toko tidak NOT_kecewa,neutral
pengiriman normal harga tidak istimewa,kirim normal harga istimewa,neutral
kualitas sudah sampai b aja,kualitas sampai b,neutral
beli barang ini cukup baik tidak kecewa tidak juga wow,beli barang cukup baik kecewa juga wow,neutral
cukup baik dengan toko ini,cukup baik toko,neutral
pengiriman standar seller lumayan lah,kirim standar seller lumayan,neutral
cukup oke saja pengiriman ini untuk pemula,cukup oke kirim untuk mula,neutral
pengiriman berfungsi baik,kirim fungsi baik,neutral
beli toko ini biasa aja tidak kecewa tidak juga wow,beli toko biasa kecewa juga wow,neutral
pengiriman normal pelayanan cukup oke,kirim normal layan cukup oke,neutral
seller sudah sampai normal,seller sampai normal,neutral
kualitas rata-rata biasa saja,kualitas ratarata biasa,neutral
cukup oke dengan pengiriman ini,cukup oke kirim,neutral
pengiriman ini lumayan,kirim lumayan,neutral
produk berfungsi baik,produk fungsi baik,neutral
beli pengiriman ini tidak mengecewakan tidak kecewa tidak juga wow,beli kirim kecewa kecewa tidak NOT_juga NOT_wow,neutral
pengiriman standar seller standar,kirim standar seller standar,neutral
biasa saja saja pengiriman ini untuk pemula,biasa saja kirim untuk mula,neutral
pengiriman standar toko tidak ada yang spesial,kirim standar toko ada spesial,neutral
harga berfungsi baik,harga fungsi baik,neutral
cukup baik dengan barang ini,cukup baik barang,neutral
produk sudah sampai cukup,produk sampai cukup,neutral
pelayanan ini cukup puas,layan cukup puas,neutral
pengirimannya cukup baik tidak ada yang spesial,kirim cukup baik ada spesial,neutral
sesuai harga saja kualitas ini untuk pemula,sesuai harga kualitas untuk mula,neutral
mayoritas oke saja produk ini untuk pemula,mayoritas oke produk untuk mula,neutral
biasa saja saja toko ini untuk pemula,biasa saja toko untuk mula,neutral
cukup puas dengan pelayanan ini,cukup puas layan,neutral
seller biasa saja pengiriman tidak mengecewakan,seller biasa kirim kecewa,neutral
seller cukup ramah kualitas mayoritas oke,seller cukup ramah kualitas mayoritas oke,neutral
tidak ada masalah dengan harga ini tidak ada masalah,masalah harga tidak NOT_ada NOT_masalah,neutral
pengiriman sudah sampai tidak ada masalah,kirim sampai ada masalah,neutral
seller sudah sampai cukup puas,seller sampai cukup puas,neutral
produk biasa aja untuk harganya,produk biasa harga,neutral
so-so saja kualitas ini untuk pemula,soso kualitas untuk mula,neutral
barang sudah sampai b aja,barang sampai b,neutral
harga tidak mengecewakan untuk harganya,harga kecewa harga,neutral
rata-rata saja kualitas ini untuk pemula,ratarata kualitas untuk mula,neutral
kualitas sudah sampai sesuai harga,kualitas sampai sesuai harga,neutral
cukup puas dengan pengiriman ini,cukup puas kirim,neutral
seller ini rata-rata,seller ratarata,neutral
normal saja produk ini untuk pemula,normal produk untuk mula,neutral
b aja saja kualitas ini untuk pemula,b kualitas untuk mula,neutral
seller sudah sampai cukup,seller sampai cukup,neutral
tidak ada masalah dengan produk ini cukup puas,ada masalah produk cukup puas,neutral
beli pengiriman ini rata-rata tidak kecewa tidak juga wow,beli kirim ratarata kecewa juga wow,neutral
beli pengiriman ini tidak terlalu wow tidak kecewa tidak juga wow,beli kirim terlalu wow kecewa tidak NOT_juga NOT_wow,neutral
b aja saja harga ini untuk pemula,b harga untuk mula,neutral
kualitas standar tidak ada yang spesial,kualitas standar ada spesial,neutral
tidak terlalu wow saja pelayanan ini untuk pemula,terlalu wow layan untuk mula,neutral
cukup puas dengan kualitas ini,cukup puas kualitas,neutral
beli pelayanan ini rata-rata tidak kecewa tidak juga wow,beli layan ratarata kecewa juga wow,neutral
pengiriman normal kualitas mayoritas oke,kirim normal kualitas mayoritas oke,neutral
pengiriman standar kualitas cukup puas,kirim standar kualitas cukup puas,neutral
toko sudah sampai standar,toko sampai standar,neutral
produk berfungsi biasa,produk fungsi biasa,neutral
